SECTION ID,HIGHWAY,SECTION,SECTION LENGTH,SECTION DESCRIPTION,Date,DESCRIPTION,GROUP,TYPE,COUNTY,PTRUCKS,ADT,AADT,DIRECTION,85PCT,PRIORITY_POINTS
211020,211,20,12.79,SONORA RD TO FISHERMANS HBR RD (PORT BICKERTON),08/10/2011,2.5 KM EAST OF ARTINSULA RD (WB),C,VC,GUY,5,165,120,W,,
211030,211,30,9.8,FISHERMANS HBR RD (PORT BICKERTON) TO RTE 316 (ISAACS HBR NORTH),08/10/2011,1 KM WEST OF RTE 316,C,TC,GUY,,125,90,,,
236055,236,55,5.67,BLACK ROCK RD TO CARRIAGE LANE (LR TRURO),08/10/2011,WEST OF OLD BARNES ELEMENTARY SCHOOL (WB),C,VC,COL,5,1136,820,W,85,
211020,211,20,12.79,SONORA RD TO FISHERMANS HBR RD (PORT BICKERTON),08/10/2011,2.5 KM EAST OF ARTINSULA RD (EB),C,VC,GUY,5,164,120,E,,
316037,316,37,10.69,RTE 211 (ISAACS HARBOUR NORTH) TO DRUMHEAD LOOP,08/10/2011,1 KM NORTH OF GOLDBORO BRANCH RD,C,TC,GUY,,409,290,,,
4011,4,11,5.62,RTE 311 (NORTH RIVER) TO BIBLE HILL-VALLEY LINE,08/10/2011,PICTOU RD - B/T VILLAGE CR & SORENSEN DR (WB),B,VC,COL,8,3235,2580,W,74,
4011,4,11,5.62,RTE 311 (NORTH RIVER) TO BIBLE HILL-VALLEY LINE,08/10/2011,PICTOU RD - B/T VILLAGE CR & SORENSEN DR (EB),B,VC,COL,8,3337,2660,E,74,
311010,311,10,2.36,BIBLE HILL BRIDGE (TRURO TOWN LINE) TO ONSLOW RD (NORTH RIVER),08/10/2011,MAIN ST - NEAR TOWNLINE IN 60 KPH ZONE (SB),B,VC,COL,7,3666,2930,S,76,
316035,316,35,8.73,SALSMAN PROVINCIAL PARK ENTRANCE TO RTE 211 (ISAACS HARBOUR NORTH),08/10/2011,1.5 KM NORTH OF ROAD TO ISAACS HARBOUR (NB),C,VC,GUY,5,187,130,N,,
316035,316,35,8.73,SALSMAN PROVINCIAL PARK ENTRANCE TO RTE 211 (ISAACS HARBOUR NORTH),08/10/2011,1.5 KM NORTH OF ROAD TO ISAACS HARBOUR (SB),C,VC,GUY,7,173,120,S,,
311010,311,10,2.36,BIBLE HILL BRIDGE (TRURO TOWN LINE) TO ONSLOW RD (NORTH RIVER),08/10/2011,MAIN ST - NEAR TOWNLINE IN 60 KPH ZONE (NB),B,VC,COL,9,3460,2760,N,77,
236055,236,55,5.67,BLACK ROCK RD TO CARRIAGE LANE (LR TRURO),08/10/2011,WEST OF OLD BARNES ELEMENTARY SCHOOL (EB),C,VC,COL,4,1097,790,E,87,
236055,236,55,5.67,BLACK ROCK RD TO CARRIAGE LANE (LR TRURO),08/10/2011,EAST OF OLD BARNES ELEMENTARY SCHOOL (EB),C,VC,COL,4,1117,800,E,87,
236055,236,55,5.67,BLACK ROCK RD TO CARRIAGE LANE (LR TRURO),08/10/2011,EAST OF OLD BARNES ELEMENTARY SCHOOL (WB),C,VC,COL,4,1161,840,W,92,
7075,7,75,5.67,BAKERS COVE RD (MARIE JOSEPH) TO LISCOMB RIVER BRIDGE,08/04/2011,0.5 KM EAST OF WEST LISCOMB POINT RD,D,TC,GUY,,590,400,,,
7070,7,70,9.02,GUYSBOROUGH-HALIFAX COUNTY LINE TO BAKERS COVE RD (MARIE JOSEPH),08/04/2011,0.5 KM WEST OF TURNERS RD (WB),D,VC,GUY,5,326,220,W,,
7070,7,70,9.02,GUYSBOROUGH-HALIFAX COUNTY LINE TO BAKERS COVE RD (MARIE JOSEPH),08/04/2011,0.5 KM WEST OF TURNERS RD (EB),D,VC,GUY,5,324,220,E,,
211010,211,10,9.2,TK 7 TO RED HILL RD (INDIAN HBR LAKE),08/04/2011,1 KM EAST OF CLOONEYS HILL RD,C,TC,GUY,,476,340,,,
211015,211,15,4.31,RED HILL RD (INDIAN HBR LAKE) TO SONORA RD,08/04/2011,3 KM EAST OF RED HILL RD,C,TC,GUY,,414,290,,,
7078,7,78,11.16,LISCOMB RIVER BRIDGE TO LITTLE LISCOMB RD (LISCOMB),08/04/2011,1 KM EAST OF LISCOMB MILLS,E,TC,GUY,,567,320,,,
7080,7,80,14.88,LITTLE LISCOMB RD (LISCOMB) TO MAIN ST (SHERBROOKE),08/04/2011,0.5 KM EAST OF GOLDENVILLE RD,D,TC,GUY,,740,510,,,
316025,316,25,15.12,RTE 276 (GOSHEN) TO COUNTRY HARBOUR CROSS ROADS,08/03/2011,1 KM SOUTH OF RTE 276 (GOSHEN),C,TC,GUY,,468,330,,,
316042,316,42,4.85,NEW HARBOUR WEST RD TO NEW HARBOUR RIVER BRIDGE,08/03/2011,0.5 KM NORTH OF NEW HARBOUR RD,C,TC,GUY,,247,180,,,
316030,316,30,10.78,COUNTRY HARBOUR CROSS ROADS TO SALSMAN PROVINCIAL PARK ENTRANCE,08/03/2011,0.75 KM SOUTH OF MELROSE RD,C,TC,GUY,,722,510,,,
207020,207,20,6.9,ROSS RD (RTE 328) TO WEST LAWRENCETOWN RD,08/02/2011,100 M EAST OF GAMMON LAKE DR,A,TC,HFX,,4833,4390,,,
207020,207,20,6.9,ROSS RD (RTE 328) TO WEST LAWRENCETOWN RD,08/02/2011,100 M WEST OF GAMMON LAKE DR,A,TC,HFX,,5224,4150,,,
16043,16,43,1.86,DOVER RD (HAZEL HILL) TO CANSO TOWN LINE,08/02/2011,100 M EAST OF RICHARDS LN,C,TC,GUY,,1279,910,,,
16037,16,37,17.21,HALFWAY COVE BRIDGE TO RTE 316 (HALF ISLAND COVE),08/02/2011,0.75 KM NORTH OF RTE 316,B,TC,GUY,,835,660,,,
16040,16,40,12.6,RTE 316 (HALF ISLAND COVE) TO DOVER RD (HAZEL HILL),08/02/2011,1 KM NORTH OF ROAD TO DOVER,C,TC,GUY,,870,620,,,
316043,316,43,6.99,NEW HARBOUR RIVER BRIDGE TO TOR BAY BRANCH,08/02/2011,0.25 KM NORTH OF TOR BAY BRANCH RD,C,TC,GUY,,211,150,,,
316046,316,46,8.81,COLE HARBOUR VILLAGE RD TO WHITEHEAD RD,08/02/2011,0.25 KM NORTH OF WHITEHEAD RD (NB),C,VC,GUY,10,162,120,N,,
316046,316,46,8.81,COLE HARBOUR VILLAGE RD TO WHITEHEAD RD,08/02/2011,0.25 KM NORTH OF WHITEHEAD RD (SB),C,VC,GUY,12,154,110,S,,
316047,316,47,10.17,WHITEHEAD RD TO TK 16,08/02/2011,0.5 KM SOUTH OF TK 16,C,TC,GUY,,388,280,,,
316044,316,44,4.5,TOR BAY BRANCH TO LARRYS RIVER RD,08/02/2011,0.5 KM NORTH OF LARRYS RIVER RD (NB),C,VC,GUY,3,280,200,N,,
316044,316,44,4.5,TOR BAY BRANCH TO LARRYS RIVER RD,08/02/2011,0.5 KM NORTH OF LARRYS RIVER RD (SB),C,VC,GUY,3,288,200,S,,
316045,316,45,11.86,LARRYS RIVER RD TO COLE HARBOUR VILLAGE RD,08/02/2011,1.5 KM NORTH OF CHARLOS COVE,C,TC,GUY,,268,190,,,
16015,16,15,10.63,ANTIGONISH-GUYSBOROUGH COUNTY LINE TO OLD MONASTERY RD (NORTH RIVERSIDE),08/01/2011,0.75 KM NORTH OF OLD MONASTERY RD,D,TC,GUY,,1360,930,,,
16017,16,17,6.96,OLD MONASTERY RD (NORTH RIVERSIDE) TO RTE 344 (BOYLSTON),08/01/2011,1.5 KM NORTH OF BOYLSTON,D,TC,GUY,,1319,900,,,
16035,16,35,11.99,LARRYS RIVER RD TO HALFWAY COVE BRIDGE,08/01/2011,1.5 KM SOUTH OF GUYSBOROUGH,B,TC,GUY,,993,790,,,
16020,16,20,6.65,RTE 344 (BOYLSTON) TO GUYSBOROUGH TOWN LINE,08/01/2011,3.5 KM SOUTH OF RTE 344,C,TC,GUY,,1930,1370,,,
347050,347,50,5.78,PICTOU-GUYSBOROUGH COUNTY LINE TO EAST RIVER RD (DENVER),07/28/2011,1.5 KM SOUTH OF NEWTOWN,C,TC,GUY,,329,240,,,
348015,348,15,6.68,CLARK BROOK BRIDGE (UPPER SMITHFIELD) TO ST MARYS RIVER BRIDGE (LR CALEDONIA),07/28/2011,0.5 KM SOUTH OF NORTH SIDE WEST RIVER RD (NB),B,VC,GUY,8,33,30,N,,
104320,104,320,10.12,EXIT 37 (MONASTERY) TO EXIT 38 (HAVRE BOUCHER INTER/C),07/28/2011,3 KM EAST OF TK 4 (MONASTERY),D,TC,ANT,,11579,7680,,,
4070,4,70,1.41,HWY 104 (EXIT 37) TO TK 16 (MONASTERY),07/28/2011,0.75 KM EAST OF HWY 104 INTER/C (WB),C,VC,ANT,7,1623,1160,W,,
4070,4,70,1.41,HWY 104 (EXIT 37) TO TK 16 (MONASTERY),07/28/2011,0.75 KM EAST OF HWY 104 INTER/C (EB),C,VC,ANT,7,1654,1190,E,,
348020,348,20,6.92,CAMERON SETTLEMENT RD (CALEDONIA) TO GUYSBOROUGH-PICTOU COUNTY LINE,07/28/2011,0.25 KM NORTH OF NORTH SIDE WEST RIVER RD (NB),B,VC,GUY,6,35,30,N,,
374025,374,25,12.38,PICTOU-GUYSBOROUGH COUNTY LINE TO HALIFAX-GUYSBOROUGH COUNTY LINE,07/28/2011,0.25 KM SOUTH OF CAMERON SETTLEMENT RD,B,TC,GUY,,190,160,,,
348020,348,20,6.92,CAMERON SETTLEMENT RD (CALEDONIA) TO GUYSBOROUGH-PICTOU COUNTY LINE,07/28/2011,0.25 KM NORTH OF NORTH SIDE WEST RIVER RD (SB),B,VC,GUY,2,26,20,S,,
348015,348,15,6.68,CLARK BROOK BRIDGE (UPPER SMITHFIELD) TO ST MARYS RIVER BRIDGE (LR CALEDONIA),07/28/2011,0.5 KM SOUTH OF NORTH SIDE WEST RIVER RD (SB),B,VC,GUY,5,22,20,S,,
348017,348,17,10.61,ST MARYS RIVER BRIDGE (LR CALEDONIA) TO CAMERON SETTLEMENT RD (CALEDONIA),07/28/2011,0.25 KM SOUTH OF CAMERON SETTLEMENT RD,B,TC,GUY,,60,50,,,
4110,4,110,3.95,GRANVILLE ST (PORT HAWKESBURY) TO HWY 104 (EXIT 43),07/27/2011,0.5 KM WEST OF HWY 104 (WB),A,TC,INV,,3799,3380,W,,
4110,4,110,3.95,GRANVILLE ST (PORT HAWKESBURY) TO HWY 104 (EXIT 43),07/27/2011,0.5 KM WEST OF HWY 104 (EB),A,TC,INV,,3543,3150,E,,
19020,19,20,10.01,CRAIGMORE-LONG POINT LINE TO RIVER DENYS RD (JUDIQUE),07/26/2011,1.5 KM SOUTH OF JUDIQUE (NB),C,VC,INV,6,1318,950,N,,
19020,19,20,10.01,CRAIGMORE-LONG POINT LINE TO RIVER DENYS RD (JUDIQUE),07/26/2011,1.5 KM SOUTH OF JUDIQUE (SB),C,VC,INV,6,1309,940,S,,
4065,4,65,3.89,SUMMERSIDE RD (TRACADIE) TO HWY 104 (EXIT 37),07/21/2011,1 KM WEST OF HWY 104 INTER/C,B,TC,ANT,,1349,1130,,,
4060,4,60,9.53,HWY 104 (HEATHERTON) TO SUMMERSIDE RD (TRACADIE),07/21/2011,1 KM WEST OF TRACADIE,B,TC,ANT,,908,760,,,
4080,4,80,10.73,TK 16 (MONASTERY) TO CAPE JACK RD (HAVRE BOUCHER),07/21/2011,JUST EAST OF HWY 104 OVERPASS,C,TC,ANT,,993,750,,,
104340,104,340,1.3,EXIT 39 (TK 4) (AULD'S COVE) TO RTE 344,07/21/2011,NEAR RAILROAD OVERPASS (WB),D,VC,ANT,17,4886,3290,W,,
104340,104,340,1.3,EXIT 39 (TK 4) (AULD'S COVE) TO RTE 344,07/21/2011,NEAR RAILROAD OVERPASS (EB),D,VC,ANT,17,5198,3500,E,,
16010,16,10,5.08,TK 4 (MONASTERY) TO ANTIGONISH-GUYSBOROUGH COUNTY LINE,07/21/2011,1 KM SOUTH OF TK 4,D,TC,ANT,,1787,1200,,,
4120,4,120,6.12,COUNTY LINE RD (CLEVELAND) TO SCOTCH RD,07/20/2011,1 KM EAST OF BASIN RD (WB),B,VC,RIC,4,292,250,W,,
4115,4,115,9.96,HWY 104 (EXIT 43) TO COUNTY LINE RD (CLEVELAND),07/20/2011,1 KM EAST OF HWY 104 (PORT HAWKESBURY),A,TC,INV,,1993,1780,,,
4125,4,125,9.03,SCOTCH RD TO GRANDE ANSE-KEMPT ROAD LINE,07/20/2011,0.25 KM WEST OF RTE 320,B,TC,RIC,,1241,1040,,,
4120,4,120,6.12,COUNTY LINE RD (CLEVELAND) TO SCOTCH RD,07/20/2011,1 KM EAST OF BASIN RD (EB),B,VC,RIC,3,339,280,E,,
4100,4,100,4.17,PORT HASTINGS ROTARY TO GRANVILLE ST (PORT HAWKESBURY),07/20/2011,1 KM WEST OF GRANVILLE ST INTER/S (WB),B,VC,INV,15,5190,4350,W,,
4100,4,100,4.17,PORT HASTINGS ROTARY TO GRANVILLE ST (PORT HAWKESBURY),07/20/2011,1 KM WEST OF GRANVILLE ST INTER/S (EB),B,VC,INV,15,5314,4450,E,,
4110,4,110,3.95,GRANVILLE ST (PORT HAWKESBURY) TO HWY 104 (EXIT 43),07/20/2011,REEVES ST - JUST WEST OF SHOPPING CNTR ENTRANCE (EB),A,VC,INV,19,5105,4550,E,,
4110,4,110,3.95,GRANVILLE ST (PORT HAWKESBURY) TO HWY 104 (EXIT 43),07/20/2011,REEVES ST - JUST WEST OF SHOPPING CNTR ENTRANCE (WB),A,VC,INV,21,4744,4230,W,,
4130,4,130,9.51,GRANDE ANSE-KEMPT RD LINE TO HWY 104 (EXIT 47),07/20/2011,AT HWY 104 OVERPASS,C,TC,RIC,,642,480,,,
344030,344,30,11.98,SAND POINT NORTH LINE TO ST FRANCIS HARBOUR BRIDGE,07/20/2011,0.25 KM SOUTH OF CARTER RD,C,TC,GUY,,279,210,,,
344025,344,25,3.81,MIDDLETOWN RD (MIDDLE MELFORD) TO SAND POINT NORTH LINE,07/20/2011,JUST SOUTH OF MELFORD (NB),B,VC,GUY,7,158,130,N,,
344037,344,37,8.42,PORT SHOREHAM BEACH PROVINCIAL PARK ENTRANCE TO TK 16 (BOLYSTON),07/20/2011,1 KM SOUTH OF PORT SHOREHAM,C,TC,GUY,,513,390,,,
344035,344,35,8.47,ST FRANCIS HARBOUR BRIDGE TO PORT SHOREHAM BEACH PROVINCIAL PARK ENTRANCE,07/20/2011,0.5 KM SOUTH OF OLD WELSH RD,C,TC,GUY,,348,260,,,
344025,344,25,3.81,MIDDLETOWN RD (MIDDLE MELFORD) TO SAND POINT NORTH LINE,07/20/2011,JUST SOUTH OF MELFORD (SB),B,VC,GUY,7,168,140,S,,
104400,104,400,4.34,EXIT 47 (SPORTING MTN INTER/C) TO TK 4 (RIVER TILLARD),07/20/2011,2.5 KM EAST OF EXIT 47,C,TC,RIC,,3603,2710,,,
4135,4,135,5.2,HWY 104 (EXIT 47) TO HWY 104 (RIVER TILLARD),07/20/2011,1.5 KM WEST OF THE WEST SIDE OF RIVER BOURGEOIS,C,TC,RIC,,1038,780,,,
344020,344,20,8.65,MULGRAVE SOUTH LINE TO MIDDLETOWN RD (MIDDLE MELFORD),07/20/2011,4 KM NORTH OF MIDDLETOWN RD,B,TC,GUY,,434,360,,,
344015,344,15,6.37,MULGRAVE NORTH LINE TO MULGRAVE SOUTH LINE,07/20/2011,1.5 KM NORTH OF MULGRAVE SOUTH LINE,C,TC,GUY,,862,650,,,
219020,219,20,8.53,CHIMNEY CORNER RD (MARGAREE HARBOUR) TO CABOT TRAIL (MARGAREE HBR),07/19/2011,1 KM WEST OF CABOT TRAIL,E,TC,INV,,954,550,,,
19028,19,28,13.54,SHORE RD NORTH TO MAIN ST (PORT HOOD),07/18/2011,0.5 KM NORTH OF JOE EFFIE RD,C,TC,INV,,2268,1700,,,
19025,19,25,3.32,RIVER DENYS RD (JUDIQUE) TO SHORE RD NORTH,07/18/2011,0.25 KM NORTH OF HILLSDALE RD,C,TC,INV,,2635,1980,,,
19015,19,15,7.02,CREIGNISH MOUNTAIN RD TO CRAIGMORE-LONG POINT LINE,07/18/2011,5.5 KM NORTH OF CRAIGNISH MOUNTAIN RD,C,TC,INV,,2513,1890,,,
19035,19,35,8.45,SOUTHWEST MABOU RIVER BRIDGE TO RTE 252 (MABOU),07/18/2011,4 KM SOUTH OF RTE 252 (MABOU) (NB),C,VC,INV,6,1276,960,N,,
206015,206,15,6.13,BOSDETS POINT RD (WEST ARICHAT) TO RTE 320 (ARICHAT),07/18/2011,1 KM EAST OF WEST ARICHAT,B,TC,RIC,,2639,2210,,,
19030,19,30,6.63,MAIN ST (PORT HOOD) TO SOUTHWEST MABOU RIVER BRIDGE,07/18/2011,0.75 KM NORTH OF JUSTIN RD,C,TC,INV,,2537,1910,,,
19035,19,35,8.45,SOUTHWEST MABOU RIVER BRIDGE TO RTE 252 (MABOU),07/18/2011,4 KM SOUTH OF RTE 252 (MABOU) (SB),C,VC,INV,7,1193,900,S,,
1257,1,257,4.13,BURNS HILL RD (DEEP BROOK) TO HWY 101 INTER/C (DEEP BROOK),07/14/2011,0.5 KM WEST OF BURNS HILL RD,B,TC,ANN,,2729,2300,,,
1255,1,255,6.02,OLD POST ROAD (WEST CLEMENTSPORT) TO BURNS HILL RD (DEEP BROOK),07/14/2011,0.5 KM EAST OF BURNS HILL RD,B,TC,ANN,,2960,2500,,,
344010,344,10,2.88,HWY 104 (AULDS COVE) TO MULGRAVE NORTH LINE,07/14/2011,2 KM SOUTH OF HWY 104,C,TC,GUY,,3061,2390,,,
104330,104,330,8.13,EXIT 38 (HAVRE BOUCHER INTER/C) TO EXIT 39 (TK 4) (AULD'S COVE),07/14/2011,JUST EAST OF EAST END HAVRE BOUCHER INTER/C,D,TC,ANT,,11080,8040,,,
4090,4,90,8.46,CAPE JACK RD (HAVRE BOUCHER) TO HWY 104 (AULD COVE),07/14/2011,3 KM EAST OF HARVE BOUCHER (WB),C,VC,ANT,1,200,160,W,,
19010,19,10,10.47,PORT HASTINGS ROTARY (HWY 105) TO CREIGNISH MOUNTAIN RD,07/13/2011,TROY (SOUTH BOUNDARY),C,TC,INV,,3543,2750,,,
104370,104,370,9.78,EXIT 43 (PT TUPPER INTER/C) TO EXIT 44 (LR RIVER INHABITANTS),07/13/2011,5 KM EAST OF EXIT 43,C,TC,RIC,,4695,3650,,,
4140,4,140,1.64,WEST BAY RD (ST PETERS) TO RTE 247 (ST PETERS),07/13/2011,AT ST PETERS CANAL,C,TC,RIC,,5321,4140,,,
4090,4,90,8.46,CAPE JACK RD (HAVRE BOUCHER) TO HWY 104 (AULD COVE),07/13/2011,3 KM EAST OF HARVE BOUCHER (EB),C,VC,ANT,1,326,250,E,,
4138,4,138,3.31,HWY 104 (RIVER TILLARD) TO WEST BAY RD (ST PETERS),07/13/2011,0.5 KM EAST OF HWY 104,C,TC,RIC,,4712,3660,,,
104390,104,390,10.49,EXIT 46 (LOUISDALE INTER/C) TO EXIT 47 (SPORTING MTN INTER/C),07/13/2011,5.5 KM EAST OF EXIT 46 (WB),C,VC,RIC,8,1671,1300,W,,
104390,104,390,10.49,EXIT 46 (LOUISDALE INTER/C) TO EXIT 47 (SPORTING MTN INTER/C),07/13/2011,5.5 KM EAST OF EXIT 46 (EB),C,VC,RIC,8,1684,1310,E,,
208015,208,15,8.82,OLD ANNAPOLIS RD TO QUEENS/LUNENBURG COUNTY LINE,07/13/2011,0.25 KM EAST OF OLD ANNAPOLIS RD,A,TC,QUE,,1048,950,,,
104380,104,380,1.82,EXIT 44 (LR RIVER INHABITANTS) TO EXIT 45 (EVANSTON RD INTER/S),07/13/2011,0.75 KM EAST OF EXIT 44 (WB),C,VC,RIC,5,2485,1930,W,,
104380,104,380,1.82,EXIT 44 (LR RIVER INHABITANTS) TO EXIT 45 (EVANSTON RD INTER/S),07/13/2011,0.75 KM EAST OF EXIT 44 (EB),C,VC,RIC,5,2468,1920,E,,
104385,104,385,11.15,EXIT 45 (EVANSTON RD INTER/S) TO EXIT 46 (LOUISDALE INTER/C),07/13/2011,7 KM EAST OF EXIT 45,C,TC,RIC,,4378,3400,,,
4180,4,180,9.06,BEN EOIN-ST ANDREWS CHANNEL LINE TO BEN EOIN-EAST BAY LINE,07/12/2011,JUST WEST OF BEN EOIN PROVINCIAL PARK (WB),C,VC,CB,8,1663,1293,W,,
4175,4,175,6.75,MIDDLE CAPE-BIG POND CENTRE LINE TO LOCH LOMAND RD,07/12/2011,1 KM WEST OF LOCH LOMOND RD (WB),C,VC,CB,12,1192,930,W,,
4175,4,175,6.75,MIDDLE CAPE-BIG POND CENTRE LINE TO LOCH LOMAND RD,07/12/2011,1 KM WEST OF LOCH LOMOND RD (EB),C,VC,CB,11,1234,960,E,,
4180,4,180,9.06,BEN EOIN-ST ANDREWS CHANNEL LINE TO BEN EOIN-EAST BAY LINE,07/12/2011,JUST WEST OF BEN EOIN PROVINCIAL PARK (EB),C,VC,CB,8,1697,1319,E,,
247010,247,10,9.84,TK 4 (ST PETERS) TO SALMON RIVER RD (L'ARDOISE),07/12/2011,1.5 KM EAST OF TK 4,B,TC,RIC,,1978,1670,,,
247020,247,20,2.7,SALMON RIVER RD (L'ARDOISE) TO ST PETERS-FORCHU RD,07/12/2011,0.5 KM WEST OF ST PETERS - FORCHU RD,B,TC,RIC,,1271,1070,,,
30015,30,15,6.56,MEADOW RD (GOOSE COVE) TO MURRAY RD,07/12/2011,2 KM NORTH OF ROOSTER HILL RD,E,TC,VIC,,879,530,,,
105108,105,108,2.97,EXIT 17 (HWY 162) TO EXIT 19 (PARK RD),07/12/2011,HALFWAY BETWEEN POINT ACONI RD & RTE 305 (LITTLE BRAS DOR),B,TC,CB,,15128,12800,,,
320010,320,10,7.73,TK 4 (GRAND ANSE) TO RTE 206 (MARTINIQUE),07/11/2011,AT LOUISDALE BRIDGE,A,TC,RIC,,2421,2130,,,
206010,206,10,7.29,RTE 320 (LENNOX PASSAGE) TO BOSDETS POINT RD (WEST ARICHAT),07/11/2011,0.25 KM EAST OF RTE 320,B,TC,RIC,,1741,1470,,,
320030,320,30,10.96,D'ESCOUSSE WEST LINE TO RTE 206 (ARICHAT),07/11/2011,1.5 KM NORTH OF ARICHAT,C,TC,RIC,,931,720,,,
320020,320,20,7.77,RTE 206 (MARTINIQUE) TO D'ESCOUSSE WEST LINE,07/11/2011,1.5 KM NORTH OF D'ESCOUSSE (NB),D,VC,RIC,4,371,270,N,,
320020,320,20,7.77,RTE 206 (MARTINIQUE) TO D'ESCOUSSE WEST LINE,07/11/2011,1.5 KM NORTH OF D'ESCOUSSE (SB),D,VC,RIC,5,383,280,S,,
1065,1,65,9.75,RTE 202 (LAKELANDS) TO RTE 215 (NEWPORT CORNER),07/07/2011,JUST WEST OF RAWDON RD (LAKELANDS),C,TC,HAN,,2188,1700,,,
1060,1,60,4.61,UNIACKE MINES RD (MT UNIACKE) TO RTE 202 (LAKELANDS),07/07/2011,1 KM WEST OF OLD UNIACKE MINES RD,B,TC,HAN,,3747,3220,,,
4025,4,25,6.04,HWY 104 (EXIT 29A) (MARSHY HOPE) TO HWY 104 CONNECTOR (JAMES RIVER),07/07/2011,0.5 KM EAST OF PICTOU/ANTIGONISH COUNTY LINE,C,TC,ANT,,74,60,,,
245027,245,27,14.69,PICTOU-ANTIGONISH COUNTY LINE TO RTE 337 (MALIGNANT COVE),07/07/2011,4 KM WEST OF RTE 337,C,TC,ANT,,854,670,,,
202020,202,20,6.63,RTE 354 (GORE) TO TK 14 (CHEESE FACTORY CORNER),07/07/2011,0.5 KM WEST OF TK 14,B,TC,HAN,,1364,1170,,,
202005,202,5,7.45,TK 1 (LAKELAND) TO CROSS 3 RD (RAWDON),07/07/2011,1 KM EAST OF HILLSVALE,B,TC,HAN,,614,530,,,
4170,4,170,8.39,RICHMOND-CAPE BRETON COUNTY LINE TO MIDDLE CAPE-BIG POND CENTRE LINE,07/06/2011,0.25 KM EAST OF MIDDLE CAPE RD,C,TC,CB,,2381,1850,,,
4178,4,178,5.03,LOCH LOMAND RD TO BEN EOIN-ST ANDREWS CHANNEL LINE,07/06/2011,1 KM EAST OF LOCH LOMOND RD AT BIG POND,C,TC,CB,,2865,2230,,,
4150,4,150,10.44,RTE 247 (ST PETERS) TO SOLDIER'S COVE RD,07/06/2011,1.5 KM WEST OF SOLDIERS COVE RD,C,TC,RIC,,3172,2470,,,
4165,4,165,12.61,HAY COVE RD TO RICHMOND-CAPE BRETON COUNTY LINE,07/06/2011,7 KM EAST OF HAY COVE RD,D,TC,RIC,,2319,1750,,,
28045,28,45,4.18,SYDNEY TOWN  LINE  TO TK 4 (SYDNEY),07/06/2011,SYDNEY TOWN LINE,AA,TC,CB,,4234,4180,,,
105040,105,40,11.08,EXIT 5 (RTE 252) (WHYCOCOMAGH) TO EXIT 6 (RTE 223),07/06/2011,4.5 KM EAST OF RTE 252 (WHYCOCOMAGH),E,TC,INV,,4177,3660,,,
28040,28,40,6.32,KILKENNY LAKE RD TO SYDNEY TOWN LINE,07/06/2011,1 KM EAST OF SYDNEY TOWN LINE,A,TC,CB,,3861,3430,,,
4220,4,220,1.32,SYDNEY-GRAND LAKE RD LINE TO HWY 125 (EAST OF SYDNEY),07/06/2011,JUST WEST OF HWY 125 (WB),AA,TC,CB,,11988,11800,W,,
4220,4,220,1.32,SYDNEY-GRAND LAKE RD LINE TO HWY 125 (EAST OF SYDNEY),07/06/2011,JUST WEST OF HWY 125 (EB),AA,TC,CB,,12496,12300,E,,
30010,30,10,11.59,HWY 105 (SOUTH HAVEN) TO MEADOW RD (GOOSE COVE),07/05/2011,1.5 KM NORTH OF ST ANNS,E,TC,VIC,,874,550,,,
30017,30,17,9.04,MURRAY RD TO RTE 312,07/05/2011,0.75 KM NORTH OF WEST TARBOT RD (SB),E,VC,VIC,9,288,180,S,,
4240,4,240,1.16,RESERVE MINES (WILSON RD) TO GLACE BAY-RESERVE MINES LINE,07/05/2011,1 KM EAST OF WILSON RD,A,TC,CB,,11708,10400,,,
4235,4,235,5.1,GARDINER RD TO WILSON RD (RESERVE MINES),07/05/2011,0.5 KM EAST OF GARDINER RD (EB),A,TC,CB,,6741,5980,E,,
4235,4,235,5.1,GARDINER RD TO WILSON RD (RESERVE MINES),07/05/2011,0.5 KM EAST OF GARDINER RD (WB),A,TC,CB,,6752,5990,W,,
30017,30,17,9.04,MURRAY RD TO RTE 312,07/05/2011,0.75 KM NORTH OF WEST TARBOT RD (NB),E,VC,VIC,10,331,210,N,,
203033,203,33,10.28,BEAR LAKES BROOK BRIDGE TO EAST KEMPTVILLE RD,07/05/2011,6 KM EAST OF EAST KEMPTVILLE RD (EB),B,VC,YAR,12,31,30,E,,
203035,203,35,11.08,EAST KEMPTVILLE RD TO EAST KEMPTVILLE BRIDGE,07/05/2011,B/T POLLY RD AND NORTH KEMPTVILLE RD (EB),B,VC,YAR,5,209,180,E,,
203035,203,35,11.08,EAST KEMPTVILLE RD TO EAST KEMPTVILLE BRIDGE,07/05/2011,B/T POLLY RD AND NORTH KEMPTVILLE RD (WB),B,VC,YAR,3,205,180,W,,
203025,203,25,16.87,PURDYS HILL RD (MIDDLE OHIO) TO SHELBURNE/YARMOUTH COUNTY LINE,07/05/2011,JUST WEST OF LAKE RD (WB),B,VC,SHE,12,49,40,W,,
203025,203,25,16.87,PURDYS HILL RD (MIDDLE OHIO) TO SHELBURNE/YARMOUTH COUNTY LINE,07/05/2011,JUST WEST OF LAKE RD (EB),B,VC,SHE,12,50,40,E,,
